Tanggal;Provinsi;Running Sum of divaksin1 (ribu);divaksin1 (ribu)
16/12/2021 00.00.00;Maluku;738,476;10,54
17/12/2021 00.00.00;Maluku;746,095;7,619
18/12/2021 00.00.00;Maluku;755,415;9,32
19/12/2021 00.00.00;Maluku;758,092;2,677
20/12/2021 00.00.00;Maluku;768,642;10,55
21/12/2021 00.00.00;Maluku;777,144;8,502
22/12/2021 00.00.00;Maluku;786,504;9,36
23/12/2021 00.00.00;Maluku;794,27;7,766
24/12/2021 00.00.00;Maluku;797,826;3,556
25/12/2021 00.00.00;Maluku;799,781;1,955
26/12/2021 00.00.00;Maluku;801,28;1,499
27/12/2021 00.00.00;Maluku;811,172;9,892
28/12/2021 00.00.00;Maluku;821,64;10,468
29/12/2021 00.00.00;Maluku;832,664;11,024
30/12/2021 00.00.00;Maluku;844,278;11,614
31/12/2021 00.00.00;Maluku;850,475;6,197
01/01/2022 00.00.00;Maluku;851,297;0,822
02/01/2022 00.00.00;Maluku;852,121;0,824
03/01/2022 00.00.00;Maluku;855,535;3,414
04/01/2022 00.00.00;Maluku;858,643;3,108
05/01/2022 00.00.00;Maluku;862,378;3,735
06/01/2022 00.00.00;Maluku;866,486;4,108
07/01/2022 00.00.00;Maluku;870,74;4,254
08/01/2022 00.00.00;Maluku;875,432;4,692
09/01/2022 00.00.00;Maluku;876,532;1,1
10/01/2022 00.00.00;Maluku;881,823;5,291
11/01/2022 00.00.00;Maluku;893,705;11,882
12/01/2022 00.00.00;Maluku;904,324;10,619
13/01/2022 00.00.00;Maluku;910,64;6,316
14/01/2022 00.00.00;Maluku;916,942;6,302
15/01/2022 00.00.00;Maluku;920,013;3,071
16/01/2022 00.00.00;Maluku;920,836;0,823
17/01/2022 00.00.00;Maluku;924,963;4,127
18/01/2022 00.00.00;Maluku;929,02;4,057
19/01/2022 00.00.00;Maluku;933,64;4,62
20/01/2022 00.00.00;Maluku;937,958;4,318
21/01/2022 00.00.00;Maluku;941,034;3,076
22/01/2022 00.00.00;Maluku;943,237;2,203
23/01/2022 00.00.00;Maluku;944,124;0,887
24/01/2022 00.00.00;Maluku;947,54;3,416
25/01/2022 00.00.00;Maluku;950,894;3,354
26/01/2022 00.00.00;Maluku;954,311;3,417
27/01/2022 00.00.00;Maluku;957,235;2,924
28/01/2022 00.00.00;Maluku;959,741;2,506
29/01/2022 00.00.00;Maluku;962,377;2,636
30/01/2022 00.00.00;Maluku;963,455;1,078
31/01/2022 00.00.00;Maluku;965,182;1,727
01/02/2022 00.00.00;Maluku;965,745;0,563
02/02/2022 00.00.00;Maluku;966,995;1,25
03/02/2022 00.00.00;Maluku;967,989;0,994
04/02/2022 00.00.00;Maluku;969,119;1,13
05/02/2022 00.00.00;Maluku;969,917;0,798
06/02/2022 00.00.00;Maluku;970,165;0,248
07/02/2022 00.00.00;Maluku;971,431;1,266
08/02/2022 00.00.00;Maluku;972,807;1,376
09/02/2022 00.00.00;Maluku;973,969;1,162
10/02/2022 00.00.00;Maluku;975,209;1,24
11/02/2022 00.00.00;Maluku;976,252;1,043
12/02/2022 00.00.00;Maluku;977,246;0,994
13/02/2022 00.00.00;Maluku;977,291;0,045
14/02/2022 00.00.00;Maluku;978,997;1,706
15/02/2022 00.00.00;Maluku;980,535;1,538
16/02/2022 00.00.00;Maluku;982,312;1,777
17/02/2022 00.00.00;Maluku;983,756;1,444
18/02/2022 00.00.00;Maluku;984,854;1,098
19/02/2022 00.00.00;Maluku;985,833;0,979
20/02/2022 00.00.00;Maluku;985,916;0,083
21/02/2022 00.00.00;Maluku;987,34;1,424
22/02/2022 00.00.00;Maluku;988,72;1,38
23/02/2022 00.00.00;Maluku;990,127;1,407
24/02/2022 00.00.00;Maluku;991,862;1,735
25/02/2022 00.00.00;Maluku;993,763;1,901
26/02/2022 00.00.00;Maluku;995,252;1,489
27/02/2022 00.00.00;Maluku;995,68;0,428
28/02/2022 00.00.00;Maluku;996,281;0,601
01/03/2022 00.00.00;Maluku;998,064;1,783
02/03/2022 00.00.00;Maluku;999,636;1,572
03/03/2022 00.00.00;Maluku;999,996;0,36
04/03/2022 00.00.00;Maluku;1001,424;1,428
05/03/2022 00.00.00;Maluku;1002,904;1,48
06/03/2022 00.00.00;Maluku;1003,037;0,133
07/03/2022 00.00.00;Maluku;1004,825;1,788
08/03/2022 00.00.00;Maluku;1006,817;1,992
09/03/2022 00.00.00;Maluku;1008,544;1,727
10/03/2022 00.00.00;Maluku;1009,793;1,249
11/03/2022 00.00.00;Maluku;1011,327;1,534
12/03/2022 00.00.00;Maluku;1012,444;1,117
13/03/2022 00.00.00;Maluku;1012,659;0,215
14/03/2022 00.00.00;Maluku;1014,309;1,65
15/03/2022 00.00.00;Maluku;1015,976;1,667
16/03/2022 00.00.00;Maluku;1017,54;1,564
17/03/2022 00.00.00;Maluku;1019,2;1,66
18/03/2022 00.00.00;Maluku;1021,053;1,853
19/03/2022 00.00.00;Maluku;1022,498;1,445
20/03/2022 00.00.00;Maluku;1023,227;0,729
21/03/2022 00.00.00;Maluku;1025,416;2,189
22/03/2022 00.00.00;Maluku;1026,903;1,487
23/03/2022 00.00.00;Maluku;1028,325;1,422
24/03/2022 00.00.00;Maluku;1030,091;1,766
25/03/2022 00.00.00;Maluku;1031,833;1,742
26/03/2022 00.00.00;Maluku;1033,635;1,802
27/03/2022 00.00.00;Maluku;1034,004;0,369
28/03/2022 00.00.00;Maluku;1035,683;1,679
29/03/2022 00.00.00;Maluku;1037,145;1,462
30/03/2022 00.00.00;Maluku;1038,616;1,471
31/03/2022 00.00.00;Maluku;1039,9;1,284
01/04/2022 00.00.00;Maluku;1040,634;0,734
02/04/2022 00.00.00;Maluku;1040,992;0,358
03/04/2022 00.00.00;Maluku;1041,046;0,054
04/04/2022 00.00.00;Maluku;1041,682;0,636
05/04/2022 00.00.00;Maluku;1042,381;0,699
06/04/2022 00.00.00;Maluku;1042,996;0,615
07/04/2022 00.00.00;Maluku;1043,839;0,843
08/04/2022 00.00.00;Maluku;1044,538;0,699
09/04/2022 00.00.00;Maluku;1045,127;0,589
10/04/2022 00.00.00;Maluku;1045,534;0,407
11/04/2022 00.00.00;Maluku;1046,24;0,706
12/04/2022 00.00.00;Maluku;1047,126;0,886
13/04/2022 00.00.00;Maluku;1048,319;1,193
14/04/2022 00.00.00;Maluku;1049,085;0,766
15/04/2022 00.00.00;Maluku;1049,251;0,166
16/04/2022 00.00.00;Maluku;1050,004;0,753
17/04/2022 00.00.00;Maluku;1050,11;0,106
18/04/2022 00.00.00;Maluku;1050,844;0,734
19/04/2022 00.00.00;Maluku;1051,633;0,789
20/04/2022 00.00.00;Maluku;1052,532;0,899
21/04/2022 00.00.00;Maluku;1053,402;0,87
22/04/2022 00.00.00;Maluku;1054,361;0,959
23/04/2022 00.00.00;Maluku;1055,217;0,856
24/04/2022 00.00.00;Maluku;1055,386;0,169
25/04/2022 00.00.00;Maluku;1056,322;0,936
26/04/2022 00.00.00;Maluku;1057,278;0,956
27/04/2022 00.00.00;Maluku;1057,997;0,719
28/04/2022 00.00.00;Maluku;1058,477;0,48
29/04/2022 00.00.00;Maluku;1058,897;0,42
30/04/2022 00.00.00;Maluku;1058,992;0,095
01/05/2022 00.00.00;Maluku;1059,099;0,107
02/05/2022 00.00.00;Maluku;1059,299;0,2
03/05/2022 00.00.00;Maluku;1059,486;0,187
04/05/2022 00.00.00;Maluku;1059,557;0,071
05/05/2022 00.00.00;Maluku;1059,71;0,153
06/05/2022 00.00.00;Maluku;1059,848;0,138
07/05/2022 00.00.00;Maluku;1059,956;0,108
08/05/2022 00.00.00;Maluku;1059,993;0,037
09/05/2022 00.00.00;Maluku;1060,455;0,462
10/05/2022 00.00.00;Maluku;1061,087;0,632
11/05/2022 00.00.00;Maluku;1061,507;0,42
12/05/2022 00.00.00;Maluku;1061,968;0,461
13/05/2022 00.00.00;Maluku;1062,343;0,375
14/05/2022 00.00.00;Maluku;1062,602;0,259
15/05/2022 00.00.00;Maluku;1062,641;0,039
16/05/2022 00.00.00;Maluku;1062,759;0,118
17/05/2022 00.00.00;Maluku;1063,444;0,685
18/05/2022 00.00.00;Maluku;1063,829;0,385
19/05/2022 00.00.00;Maluku;1064,225;0,396
20/05/2022 00.00.00;Maluku;1064,69;0,465
21/05/2022 00.00.00;Maluku;1064,887;0,197
22/05/2022 00.00.00;Maluku;1064,916;0,029
23/05/2022 00.00.00;Maluku;1065,437;0,521
24/05/2022 00.00.00;Maluku;1065,828;0,391
25/05/2022 00.00.00;Maluku;1066,154;0,326
26/05/2022 00.00.00;Maluku;1066,216;0,062
27/05/2022 00.00.00;Maluku;1066,558;0,342
28/05/2022 00.00.00;Maluku;1066,837;0,279
29/05/2022 00.00.00;Maluku;1066,885;0,048
30/05/2022 00.00.00;Maluku;1067,255;0,37
31/05/2022 00.00.00;Maluku;1067,678;0,423
01/06/2022 00.00.00;Maluku;1067,733;0,055
02/06/2022 00.00.00;Maluku;1068,057;0,324
03/06/2022 00.00.00;Maluku;1068,378;0,321
04/06/2022 00.00.00;Maluku;1068,638;0,26
05/06/2022 00.00.00;Maluku;1068,683;0,045
06/06/2022 00.00.00;Maluku;1069,095;0,412
07/06/2022 00.00.00;Maluku;1069,419;0,324
08/06/2022 00.00.00;Maluku;1069,716;0,297
09/06/2022 00.00.00;Maluku;1069,955;0,239
10/06/2022 00.00.00;Maluku;1070,224;0,269
11/06/2022 00.00.00;Maluku;1070,463;0,239
12/06/2022 00.00.00;Maluku;1070,491;0,028
13/06/2022 00.00.00;Maluku;1070,881;0,39
14/06/2022 00.00.00;Maluku;1071,204;0,323
15/06/2022 00.00.00;Maluku;1071,547;0,343
16/06/2022 00.00.00;Maluku;1071,823;0,276
17/06/2022 00.00.00;Maluku;1072,327;0,504
18/06/2022 00.00.00;Maluku;1072,506;0,179
19/06/2022 00.00.00;Maluku;1072,541;0,035
20/06/2022 00.00.00;Maluku;1072,85;0,309
21/06/2022 00.00.00;Maluku;1073,134;0,284
22/06/2022 00.00.00;Maluku;1073,402;0,268
23/06/2022 00.00.00;Maluku;1073,599;0,197
24/06/2022 00.00.00;Maluku;1073,823;0,224
25/06/2022 00.00.00;Maluku;1073,94;0,117
26/06/2022 00.00.00;Maluku;1074,031;0,091
27/06/2022 00.00.00;Maluku;1074,445;0,414
28/06/2022 00.00.00;Maluku;1074,761;0,316
29/06/2022 00.00.00;Maluku;1075,019;0,258
30/06/2022 00.00.00;Maluku;1075,309;0,29
01/07/2022 00.00.00;Maluku;1075,492;0,183
02/07/2022 00.00.00;Maluku;1075,65;0,158
03/07/2022 00.00.00;Maluku;1075,683;0,033
04/07/2022 00.00.00;Maluku;1075,925;0,242
05/07/2022 00.00.00;Maluku;1076,051;0,126
06/07/2022 00.00.00;Maluku;1076,267;0,216
07/07/2022 00.00.00;Maluku;1076,466;0,199
08/07/2022 00.00.00;Maluku;1076,622;0,156
09/07/2022 00.00.00;Maluku;1076,657;0,035
10/07/2022 00.00.00;Maluku;1076,668;0,011
11/07/2022 00.00.00;Maluku;1076,867;0,199
12/07/2022 00.00.00;Maluku;1077,06;0,193
13/07/2022 00.00.00;Maluku;1077,28;0,22
14/07/2022 00.00.00;Maluku;1077,423;0,143
15/07/2022 00.00.00;Maluku;1077,632;0,209
16/07/2022 00.00.00;Maluku;1077,744;0,112
17/07/2022 00.00.00;Maluku;1077,794;0,05
18/07/2022 00.00.00;Maluku;1078,074;0,28
19/07/2022 00.00.00;Maluku;1078,315;0,241
20/07/2022 00.00.00;Maluku;1078,654;0,339
21/07/2022 00.00.00;Maluku;1078,925;0,271
22/07/2022 00.00.00;Maluku;1079,162;0,237
23/07/2022 00.00.00;Maluku;1079,387;0,225
24/07/2022 00.00.00;Maluku;1079,467;0,08
25/07/2022 00.00.00;Maluku;1079,849;0,382
26/07/2022 00.00.00;Maluku;1080,071;0,222
27/07/2022 00.00.00;Maluku;1080,394;0,323
28/07/2022 00.00.00;Maluku;1080,656;0,262
29/07/2022 00.00.00;Maluku;1080,939;0,283
30/07/2022 00.00.00;Maluku;1081,062;0,123
31/07/2022 00.00.00;Maluku;1081,132;0,07
01/08/2022 00.00.00;Maluku;1081,39;0,258
02/08/2022 00.00.00;Maluku;1081,586;0,196
03/08/2022 00.00.00;Maluku;1081,826;0,24
04/08/2022 00.00.00;Maluku;1082,059;0,233
05/08/2022 00.00.00;Maluku;1082,287;0,228
06/08/2022 00.00.00;Maluku;1082,45;0,163
07/08/2022 00.00.00;Maluku;1082,497;0,047
08/08/2022 00.00.00;Maluku;1082,756;0,259
09/08/2022 00.00.00;Maluku;1082,916;0,16
10/08/2022 00.00.00;Maluku;1083,112;0,196
11/08/2022 00.00.00;Maluku;1083,337;0,225
12/08/2022 00.00.00;Maluku;1083,51;0,173
13/08/2022 00.00.00;Maluku;1083,683;0,173
14/08/2022 00.00.00;Maluku;1083,717;0,034
15/08/2022 00.00.00;Maluku;1083,921;0,204
16/08/2022 00.00.00;Maluku;1084,154;0,233
17/08/2022 00.00.00;Maluku;1084,188;0,034
18/08/2022 00.00.00;Maluku;1084,433;0,245
19/08/2022 00.00.00;Maluku;1084,734;0,301
20/08/2022 00.00.00;Maluku;1084,949;0,215
21/08/2022 00.00.00;Maluku;1085,052;0,103
22/08/2022 00.00.00;Maluku;1085,355;0,303
23/08/2022 00.00.00;Maluku;1085,718;0,363
24/08/2022 00.00.00;Maluku;1086,003;0,285
25/08/2022 00.00.00;Maluku;1086,268;0,265
26/08/2022 00.00.00;Maluku;1086,456;0,188
27/08/2022 00.00.00;Maluku;1086,608;0,152
28/08/2022 00.00.00;Maluku;1086,633;0,025
29/08/2022 00.00.00;Maluku;1086,965;0,332
30/08/2022 00.00.00;Maluku;1087,261;0,296
31/08/2022 00.00.00;Maluku;1087,548;0,287
01/09/2022 00.00.00;Maluku;1087,881;0,333
02/09/2022 00.00.00;Maluku;1088,159;0,278
03/09/2022 00.00.00;Maluku;1088,444;0,285
04/09/2022 00.00.00;Maluku;1088,512;0,068
05/09/2022 00.00.00;Maluku;1088,819;0,307
06/09/2022 00.00.00;Maluku;1089,097;0,278
07/09/2022 00.00.00;Maluku;1089,36;0,263
08/09/2022 00.00.00;Maluku;1089,56;0,2
09/09/2022 00.00.00;Maluku;1089,776;0,216
10/09/2022 00.00.00;Maluku;1089,896;0,12
11/09/2022 00.00.00;Maluku;1089,939;0,043
12/09/2022 00.00.00;Maluku;1090,236;0,297
13/09/2022 00.00.00;Maluku;1090,383;0,147
14/09/2022 00.00.00;Maluku;1090,526;0,143
15/09/2022 00.00.00;Maluku;1090,735;0,209
16/09/2022 00.00.00;Maluku;1090,886;0,151
17/09/2022 00.00.00;Maluku;1091,055;0,169
18/09/2022 00.00.00;Maluku;1091,062;0,007
19/09/2022 00.00.00;Maluku;1091,318;0,256
20/09/2022 00.00.00;Maluku;1091,515;0,197
21/09/2022 00.00.00;Maluku;1091,752;0,237
22/09/2022 00.00.00;Maluku;1091,982;0,23
23/09/2022 00.00.00;Maluku;1092,137;0,155
24/09/2022 00.00.00;Maluku;1092,248;0,111
25/09/2022 00.00.00;Maluku;1092,255;0,007
26/09/2022 00.00.00;Maluku;1092,525;0,27
27/09/2022 00.00.00;Maluku;1092,813;0,288
28/09/2022 00.00.00;Maluku;1093,056;0,243
29/09/2022 00.00.00;Maluku;1093,235;0,179
30/09/2022 00.00.00;Maluku;1093,476;0,241
01/10/2022 00.00.00;Maluku;1093,507;0,031
02/10/2022 00.00.00;Maluku;1093,509;0,002
03/10/2022 00.00.00;Maluku;1093,605;0,096
04/10/2022 00.00.00;Maluku;1093,683;0,078
05/10/2022 00.00.00;Maluku;1093,726;0,043
06/10/2022 00.00.00;Maluku;1093,775;0,049
07/10/2022 00.00.00;Maluku;1093,874;0,099
08/10/2022 00.00.00;Maluku;1093,88;0,006
09/10/2022 00.00.00;Maluku;1093,885;0,005
10/10/2022 00.00.00;Maluku;1093,928;0,043
11/10/2022 00.00.00;Maluku;1094,03;0,102
12/10/2022 00.00.00;Maluku;1094,128;0,098
13/10/2022 00.00.00;Maluku;1094,209;0,081
14/10/2022 00.00.00;Maluku;1094,236;0,027
15/10/2022 00.00.00;Maluku;1094,259;0,023
16/10/2022 00.00.00;Maluku;1094,275;0,016
17/10/2022 00.00.00;Maluku;1094,347;0,072
18/10/2022 00.00.00;Maluku;1094,419;0,072
19/10/2022 00.00.00;Maluku;1094,463;0,044
20/10/2022 00.00.00;Maluku;1094,533;0,07
21/10/2022 00.00.00;Maluku;1094,626;0,093
22/10/2022 00.00.00;Maluku;1094,667;0,041
23/10/2022 00.00.00;Maluku;1094,671;0,004
24/10/2022 00.00.00;Maluku;1094,718;0,047
25/10/2022 00.00.00;Maluku;1094,756;0,038
26/10/2022 00.00.00;Maluku;1094,799;0,043
27/10/2022 00.00.00;Maluku;1094,834;0,035
28/10/2022 00.00.00;Maluku;1094,872;0,038
29/10/2022 00.00.00;Maluku;1094,898;0,026
30/10/2022 00.00.00;Maluku;1094,9;0,002
31/10/2022 00.00.00;Maluku;1094,948;0,048
01/11/2022 00.00.00;Maluku;1094,987;0,039
02/11/2022 00.00.00;Maluku;1095,007;0,02
13/01/2021 00.00.00;Lampung;0,037;0,037
14/01/2021 00.00.00;Lampung;0,065;0,028
15/01/2021 00.00.00;Lampung;0,075;0,01
16/01/2021 00.00.00;Lampung;0,076;0,001
17/01/2021 00.00.00;Lampung;0,094;0,018
18/01/2021 00.00.00;Lampung;0,172;0,078
19/01/2021 00.00.00;Lampung;0,328;0,156
20/01/2021 00.00.00;Lampung;0,743;0,415
21/01/2021 00.00.00;Lampung;1,333;0,59
22/01/2021 00.00.00;Lampung;1,489;0,156
23/01/2021 00.00.00;Lampung;1,579;0,09
24/01/2021 00.00.00;Lampung;1,584;0,005
25/01/2021 00.00.00;Lampung;1,782;0,198
26/01/2021 00.00.00;Lampung;2,852;1,07
27/01/2021 00.00.00;Lampung;3,815;0,963
28/01/2021 00.00.00;Lampung;5,454;1,639
29/01/2021 00.00.00;Lampung;7,5;2,046
30/01/2021 00.00.00;Lampung;7,95;0,45
31/01/2021 00.00.00;Lampung;7,953;0,003
01/02/2021 00.00.00;Lampung;10,33;2,377
02/02/2021 00.00.00;Lampung;13,825;3,495
03/02/2021 00.00.00;Lampung;17,074;3,249
04/02/2021 00.00.00;Lampung;20,131;3,057
05/02/2021 00.00.00;Lampung;22,385;2,254
06/02/2021 00.00.00;Lampung;23,537;1,152
07/02/2021 00.00.00;Lampung;23,549;0,012
08/02/2021 00.00.00;Lampung;24,882;1,333
09/02/2021 00.00.00;Lampung;25,851;0,969
10/02/2021 00.00.00;Lampung;26,701;0,85
11/02/2021 00.00.00;Lampung;27,594;0,893
12/02/2021 00.00.00;Lampung;27,68;0,086
13/02/2021 00.00.00;Lampung;27,867;0,187
14/02/2021 00.00.00;Lampung;27,873;0,006
15/02/2021 00.00.00;Lampung;28,573;0,7
16/02/2021 00.00.00;Lampung;29,49;0,917
17/02/2021 00.00.00;Lampung;30,396;0,906
18/02/2021 00.00.00;Lampung;31,304;0,908
19/02/2021 00.00.00;Lampung;31,778;0,474
20/02/2021 00.00.00;Lampung;31,996;0,218
21/02/2021 00.00.00;Lampung;32,001;0,005
22/02/2021 00.00.00;Lampung;32,449;0,448
23/02/2021 00.00.00;Lampung;32,896;0,447
24/02/2021 00.00.00;Lampung;33,209;0,313
25/02/2021 00.00.00;Lampung;33,476;0,267
26/02/2021 00.00.00;Lampung;33,645;0,169
27/02/2021 00.00.00;Lampung;33,68;0,035
28/02/2021 00.00.00;Lampung;33,68;0
01/03/2021 00.00.00;Lampung;33,918;0,238
02/03/2021 00.00.00;Lampung;34,353;0,435
03/03/2021 00.00.00;Lampung;35,803;1,45
04/03/2021 00.00.00;Lampung;40,385;4,582
05/03/2021 00.00.00;Lampung;47,157;6,772
06/03/2021 00.00.00;Lampung;52,002;4,845
07/03/2021 00.00.00;Lampung;52,197;0,195
08/03/2021 00.00.00;Lampung;59,202;7,005
09/03/2021 00.00.00;Lampung;66,842;7,64
10/03/2021 00.00.00;Lampung;75,118;8,276
11/03/2021 00.00.00;Lampung;75,385;0,267
12/03/2021 00.00.00;Lampung;79,376;3,991
13/03/2021 00.00.00;Lampung;81,251;1,875
14/03/2021 00.00.00;Lampung;81,333;0,082
15/03/2021 00.00.00;Lampung;88,234;6,901
16/03/2021 00.00.00;Lampung;92,735;4,501
17/03/2021 00.00.00;Lampung;96,313;3,578
18/03/2021 00.00.00;Lampung;100,738;4,425
19/03/2021 00.00.00;Lampung;103,203;2,465
20/03/2021 00.00.00;Lampung;104,744;1,541
21/03/2021 00.00.00;Lampung;104,776;0,032
22/03/2021 00.00.00;Lampung;107,681;2,905
23/03/2021 00.00.00;Lampung;110,439;2,758
24/03/2021 00.00.00;Lampung;113,66;3,221
25/03/2021 00.00.00;Lampung;119,911;6,251
26/03/2021 00.00.00;Lampung;122,276;2,365
27/03/2021 00.00.00;Lampung;124,483;2,207
28/03/2021 00.00.00;Lampung;124,647;0,164
29/03/2021 00.00.00;Lampung;127,92;3,273
30/03/2021 00.00.00;Lampung;131,261;3,341
31/03/2021 00.00.00;Lampung;137,097;5,836
01/04/2021 00.00.00;Lampung;140,077;2,98
02/04/2021 00.00.00;Lampung;140,953;0,876
03/04/2021 00.00.00;Lampung;142,589;1,636
04/04/2021 00.00.00;Lampung;142,597;0,008
05/04/2021 00.00.00;Lampung;144,975;2,378
06/04/2021 00.00.00;Lampung;147,135;2,16
07/04/2021 00.00.00;Lampung;151,038;3,903
08/04/2021 00.00.00;Lampung;155,452;4,414
09/04/2021 00.00.00;Lampung;157,89;2,438
10/04/2021 00.00.00;Lampung;161,253;3,363
11/04/2021 00.00.00;Lampung;161,45;0,197
12/04/2021 00.00.00;Lampung;167,579;6,129
13/04/2021 00.00.00;Lampung;168,799;1,22
14/04/2021 00.00.00;Lampung;169,957;1,158
15/04/2021 00.00.00;Lampung;172,059;2,102
16/04/2021 00.00.00;Lampung;173,003;0,944
17/04/2021 00.00.00;Lampung;174,022;1,019
18/04/2021 00.00.00;Lampung;174,075;0,053
19/04/2021 00.00.00;Lampung;176,058;1,983
20/04/2021 00.00.00;Lampung;178,032;1,974
21/04/2021 00.00.00;Lampung;180,197;2,165
22/04/2021 00.00.00;Lampung;183,4;3,203
23/04/2021 00.00.00;Lampung;184,204;0,804
24/04/2021 00.00.00;Lampung;185,686;1,482
25/04/2021 00.00.00;Lampung;185,702;0,016
26/04/2021 00.00.00;Lampung;188,699;2,997
27/04/2021 00.00.00;Lampung;191,405;2,706
28/04/2021 00.00.00;Lampung;193,256;1,851
29/04/2021 00.00.00;Lampung;195,933;2,677
30/04/2021 00.00.00;Lampung;197,329;1,396
01/05/2021 00.00.00;Lampung;197,937;0,608
02/05/2021 00.00.00;Lampung;197,94;0,003
03/05/2021 00.00.00;Lampung;199,465;1,525
04/05/2021 00.00.00;Lampung;200,771;1,306
05/05/2021 00.00.00;Lampung;201,783;1,012
06/05/2021 00.00.00;Lampung;203,403;1,62
07/05/2021 00.00.00;Lampung;204,035;0,632
08/05/2021 00.00.00;Lampung;204,908;0,873
09/05/2021 00.00.00;Lampung;204,917;0,009
10/05/2021 00.00.00;Lampung;205,721;0,804
11/05/2021 00.00.00;Lampung;206,022;0,301
12/05/2021 00.00.00;Lampung;206,067;0,045
13/05/2021 00.00.00;Lampung;206,075;0,008
14/05/2021 00.00.00;Lampung;206,079;0,004
15/05/2021 00.00.00;Lampung;206,094;0,015
16/05/2021 00.00.00;Lampung;206,098;0,004
17/05/2021 00.00.00;Lampung;206,38;0,282
18/05/2021 00.00.00;Lampung;207,274;0,894
19/05/2021 00.00.00;Lampung;208,868;1,594
20/05/2021 00.00.00;Lampung;210,548;1,68
21/05/2021 00.00.00;Lampung;211,238;0,69
22/05/2021 00.00.00;Lampung;211,861;0,623
23/05/2021 00.00.00;Lampung;211,885;0,024
24/05/2021 00.00.00;Lampung;214,422;2,537
25/05/2021 00.00.00;Lampung;218,75;4,328
26/05/2021 00.00.00;Lampung;218,785;0,035
27/05/2021 00.00.00;Lampung;222,887;4,102
28/05/2021 00.00.00;Lampung;225,913;3,026
29/05/2021 00.00.00;Lampung;226,94;1,027
30/05/2021 00.00.00;Lampung;226,945;0,005
31/05/2021 00.00.00;Lampung;229,911;2,966
01/06/2021 00.00.00;Lampung;229,967;0,056
02/06/2021 00.00.00;Lampung;233,484;3,517
03/06/2021 00.00.00;Lampung;237,731;4,247
04/06/2021 00.00.00;Lampung;241,807;4,076
05/06/2021 00.00.00;Lampung;244,262;2,455
06/06/2021 00.00.00;Lampung;244,307;0,045
07/06/2021 00.00.00;Lampung;249,787;5,48
08/06/2021 00.00.00;Lampung;255,66;5,873
09/06/2021 00.00.00;Lampung;262,313;6,653
10/06/2021 00.00.00;Lampung;268,276;5,963
11/06/2021 00.00.00;Lampung;271,09;2,814
12/06/2021 00.00.00;Lampung;272,69;1,6
13/06/2021 00.00.00;Lampung;272,778;0,088
14/06/2021 00.00.00;Lampung;279,432;6,654
15/06/2021 00.00.00;Lampung;287,293;7,861
16/06/2021 00.00.00;Lampung;295,322;8,029
17/06/2021 00.00.00;Lampung;302,571;7,249
18/06/2021 00.00.00;Lampung;305,889;3,318
19/06/2021 00.00.00;Lampung;307,424;1,535
20/06/2021 00.00.00;Lampung;307,512;0,088
21/06/2021 00.00.00;Lampung;315,674;8,162
22/06/2021 00.00.00;Lampung;321,674;6
23/06/2021 00.00.00;Lampung;326,801;5,127
24/06/2021 00.00.00;Lampung;330,585;3,784
25/06/2021 00.00.00;Lampung;332,706;2,121
26/06/2021 00.00.00;Lampung;378,011;45,305
27/06/2021 00.00.00;Lampung;382,674;4,663
28/06/2021 00.00.00;Lampung;419,731;37,057
29/06/2021 00.00.00;Lampung;447,407;27,676
30/06/2021 00.00.00;Lampung;465,429;18,022
01/07/2021 00.00.00;Lampung;479,814;14,385
02/07/2021 00.00.00;Lampung;488,095;8,281
03/07/2021 00.00.00;Lampung;495,38;7,285
04/07/2021 00.00.00;Lampung;495,964;0,584
05/07/2021 00.00.00;Lampung;505,668;9,704
06/07/2021 00.00.00;Lampung;514,096;8,428
07/07/2021 00.00.00;Lampung;523,3;9,204
08/07/2021 00.00.00;Lampung;531,702;8,402
09/07/2021 00.00.00;Lampung;537,074;5,372
10/07/2021 00.00.00;Lampung;543,684;6,61
11/07/2021 00.00.00;Lampung;544,091;0,407
12/07/2021 00.00.00;Lampung;560,357;16,266
13/07/2021 00.00.00;Lampung;569,989;9,632000000
14/07/2021 00.00.00;Lampung;577,221;7,232
15/07/2021 00.00.00;Lampung;582,908;5,687
16/07/2021 00.00.00;Lampung;586,49;3,582
17/07/2021 00.00.00;Lampung;590,233;3,743
18/07/2021 00.00.00;Lampung;590,57;0,337
19/07/2021 00.00.00;Lampung;592,623;2,053
20/07/2021 00.00.00;Lampung;592,703;0,08
21/07/2021 00.00.00;Lampung;595,979;3,276
22/07/2021 00.00.00;Lampung;600,349;4,37
23/07/2021 00.00.00;Lampung;603,581;3,232
24/07/2021 00.00.00;Lampung;606,609;3,028
25/07/2021 00.00.00;Lampung;606,898;0,289
26/07/2021 00.00.00;Lampung;610,777;3,879
27/07/2021 00.00.00;Lampung;615,906;5,129
28/07/2021 00.00.00;Lampung;620,768;4,862
29/07/2021 00.00.00;Lampung;624,228;3,46
30/07/2021 00.00.00;Lampung;626,081;1,853
31/07/2021 00.00.00;Lampung;627,59;1,509
01/08/2021 00.00.00;Lampung;627,748;0,158
02/08/2021 00.00.00;Lampung;632,096;4,348
03/08/2021 00.00.00;Lampung;636,445;4,349
04/08/2021 00.00.00;Lampung;642,142;5,697000000
05/08/2021 00.00.00;Lampung;649,144;7,002
